SKUNumber,SKUDescription,UnitSize,UnitsPerCase,QtySoldInMonth,UnitofMeasureSold,LicNumber,LicName,CasePrice,UnitPrice
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,76810600,CALGARY CO-OP LIQUOR STORE - KINGSLAND,71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,76824100,IRON GOAT PUB & GRILL,71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,76824100,IRON GOAT PUB & GRILL,75.66,12.61
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,76843900,LITTLE GUY LIQUOR CO.,71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,76843900,LITTLE GUY LIQUOR CO.,75.66,12.61
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,76861300,CALGARY CO-OP WINES & SPIRITS - HAMPTONS,71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,76863800,CALGARY CO-OP WINES & SPIRITS - QUARRY,71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,76941500,SOBEYS LIQUOR (CRANSTON),71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,76941500,SOBEYS LIQUOR (CRANSTON),75.66,12.61
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,76943500,LEDUC CO-OP LIQUOR,71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,76952700,CALGARY CO-OP WINES & SPIRITS-CROWFOOT,71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,76952700,CALGARY CO-OP WINES & SPIRITS-CROWFOOT,75.66,12.61
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,76965500,WILD ORCHID LIQUOR COMPANY,71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,2,CS,76965500,WILD ORCHID LIQUOR COMPANY,75.66,12.61
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,76978100,DICKINSFIELD LIQUOR STORE,71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,2,CS,76978100,DICKINSFIELD LIQUOR STORE,75.66,12.61
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,76983100,CELLAR DOOR,75.66,12.61
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,4,CS,77004100,CALGARY CO-OP WINES & SPIRITS - NORTH,71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,77130500,EVERYTHING WINE AND MORE,71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,77168200,SOBEYS LIQUOR (WESTLOCK),71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,77185800,CO-OP WINE SPIRITS BEER - MONTROSE,71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,2,CS,77193700,SOBEYS LIQUOR (STRATHCONA SQUARE),71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,77218400,CAP LIQUOR STORE,71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,2,CS,77264200,LIQUOR POINT,71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,2,CS,77264200,LIQUOR POINT,75.66,12.61
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,77278000,SOBEYS LIQUOR (THICKWOOD),71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,77284200,ECO LIQUOR,71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,77293400,SOUTH COUNTRY CO-OP @ CHINOOK LIQUOR,75.66,12.61
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,2,CS,77300100,CO-OP WINE SPIRITS BEER-KENSINGTON,71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,77301000,MAGPIE AND STUMP,71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,77301000,MAGPIE AND STUMP,75.66,12.61
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,77302100,SOBEYS LIQUOR (COCHRANE),71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,77343900,BALKAN RESTAURANT,75.66,12.61
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,2,CS,77353100,SAFEWAY LIQUOR (TOWN SQUARE),71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,2,CS,77353200,SAFEWAY LIQUOR (SOUTH TRAIL),71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,77353200,SAFEWAY LIQUOR (SOUTH TRAIL),75.66,12.61
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,4,CS,77353400,SAFEWAY LIQUOR (GARRISON WOODS),71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,77353400,SAFEWAY LIQUOR (GARRISON WOODS),75.66,12.61
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,77363400,SOBEYS LIQUOR (WAINWRIGHT),71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,77364100,SPIRITS WEST,71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,3,CS,77421600,ROSE & CROWN BANFF,71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,5,CS,77434500,TOWNHOUSE LIQUOR,71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,77434500,TOWNHOUSE LIQUOR,75.66,12.61
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,77461400,CRAFT CELLARS,75.66,12.61
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,77584600,SOBEYS LIQUOR SOUTHFORK,71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,77586500,SOBEYS LIQUOR (EDSON),71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,77613100,SOBEYS LIQUOR (MAHOGANY),71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,77622400,BOW TRAIL (BK LIQUOR),71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,3,CS,77624600,BANFF VOYAGER INN,71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,77658500,CAP LIQUOR,71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,77679800,BUFFALO TRAIL LIQUOR,75.66,12.61
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,77687500,BK LIQUOR,71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,77701000,SPIRITS OF CRANSTON,71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,77718700,CRAFT BEER NATION,71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,77723000,BOSS LIQUOR,71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,77741700,CO-OP WINE SPIRITS BEER - MOUNTAIN RIDGE,71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,77742700,CO-OP WINE SPIRITS BEER - COUNTRY HILLS,71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,77752500,BIG COUNTRY LIQUOR,71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,77756500,BOSTON PIZZA CANMORE,71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,77763100,LIQUOR EVOLUTION,71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,3,CS,77772600,PRESTIGE LIQUOR,71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,77775900,KING LIQUOR,71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,77775900,KING LIQUOR,75.66,12.61
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,4,CS,77816200,WILLOW PARK WINES & SPIRITS,71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,2,CS,77816500,HEART MOUNTAIN STORE/CAFE,71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,77816500,HEART MOUNTAIN STORE/CAFE,75.66,12.61
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,2,CS,77901300,58TH AVENUE LIQUOR STORE,71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,78020100,3 PEAKS LIQUOR,71.16,11.86
792567,TEN PEAKS PALE ALE 473 CAN 4-PK CLS,1892,6,1,CS,78044100,HOT SHOT LIQUOR STORE,75.66,12.61
792568,MINESIDE STOUT 473ML CAN 4-PK CLS,1892,6,1,CS,75432900,LAKE LOUISE LIQUOR STORE,71.16,11.86
792568,MINESIDE STOUT 473ML CAN 4-PK CLS,1892,6,2,CS,76310500,SOLO LIQUOR STORE #8,71.16,11.86
792568,MINESIDE STOUT 473ML CAN 4-PK CLS,1892,6,2,CS,76310500,SOLO LIQUOR STORE #8,75.66,12.61
792568,MINESIDE STOUT 473ML CAN 4-PK CLS,1892,6,1,CS,76488200,LIQUOR HUTCH,71.16,11.86
792568,MINESIDE STOUT 473ML CAN 4-PK CLS,1892,6,1,CS,76570000,MAIN AVENUE COLD BEER & LIQUOR STORE,71.16,11.86
792568,MINESIDE STOUT 473ML CAN 4-PK CLS,1892,6,1,CS,76634500,LIQUOR DEPOT AT CAPILANO,71.16,11.86
792568,MINESIDE STOUT 473ML CAN 4-PK CLS,1892,6,1,CS,77000600,SOBEYS LIQUOR (AIRDRIE),75.66,12.61
792568,MINESIDE STOUT 473ML CAN 4-PK CLS,1892,6,1,CS,77353200,SAFEWAY LIQUOR (SOUTH TRAIL),75.66,12.61
792568,MINESIDE STOUT 473ML CAN 4-PK CLS,1892,6,1,CS,77423700,SOLO LIQUOR STORE (TUSCANY),71.16,11.86
792568,MINESIDE STOUT 473ML CAN 4-PK CLS,1892,6,1,CS,77434500,TOWNHOUSE LIQUOR,71.16,11.86
792568,MINESIDE STOUT 473ML CAN 4-PK CLS,1892,6,3,CS,77455600,PARK DISTILLERY RESTAURANT & BAR,71.16,11.86
792568,MINESIDE STOUT 473ML CAN 4-PK CLS,1892,6,1,CS,77718700,CRAFT BEER NATION,71.16,11.86
792568,MINESIDE STOUT 473ML CAN 4-PK CLS,1892,6,1,CS,77728800,SAFEWAY LIQUOR SHAWNESSY,71.16,11.86
792568,MINESIDE STOUT 473ML CAN 4-PK CLS,1892,6,1,CS,77816100,CHATEAU LIQUOR CANMORE,71.16,11.86
792568,MINESIDE STOUT 473ML CAN 4-PK CLS,1892,6,4,CS,77816200,WILLOW PARK WINES & SPIRITS,71.16,11.86
804845,MISTY MOUNTAIN HOPS NEIPA 4X6X473ML -CLS,1892,6,1,CS,75432900,LAKE LOUISE LIQUOR STORE,71.16,11.86
804845,MISTY MOUNTAIN HOPS NEIPA 4X6X473ML -CLS,1892,6,1,CS,75432900,LAKE LOUISE LIQUOR STORE,75.66,12.61
804845,MISTY MOUNTAIN HOPS NEIPA 4X6X473ML -CLS,1892,6,1,CS,75618600,CALGARY CO-OP WINES & SPIRITS - RICHMOND,71.16,11.86
804845,MISTY MOUNTAIN HOPS NEIPA 4X6X473ML -CLS,1892,6,2,CS,76226200,SOBEYS LIQUOR (TUSCANY),71.16,11.86
804845,MISTY MOUNTAIN HOPS NEIPA 4X6X473ML -CLS,1892,6,1,CS,76226200,SOBEYS LIQUOR (TUSCANY),75.66,12.61
804845,MISTY MOUNTAIN HOPS NEIPA 4X6X473ML -CLS,1892,6,11,CS,76310500,SOLO LIQUOR STORE #8,71.16,11.86
804845,MISTY MOUNTAIN HOPS NEIPA 4X6X473ML -CLS,1892,6,8,CS,76310500,SOLO LIQUOR STORE #8,75.66,12.61
804845,MISTY MOUNTAIN HOPS NEIPA 4X6X473ML -CLS,1892,6,1,CS,76366300,SHERBROOKE LIQUOR STORE,75.66,12.61
804845,MISTY MOUNTAIN HOPS NEIPA 4X6X473ML -CLS,1892,6,1,CS,76377900,SPIRITS ON 101,71.16,11.86
804845,MISTY MOUNTAIN HOPS NEIPA 4X6X473ML -CLS,1892,6,1,CS,76558100,CALGARY CO-OP WINES & SPIRITS - WEST,71.16,11.86
804845,MISTY MOUNTAIN HOPS NEIPA 4X6X473ML -CLS,1892,6,1,CS,76558100,CALGARY CO-OP WINES & SPIRITS - WEST,75.66,12.61
804845,MISTY MOUNTAIN HOPS NEIPA 4X6X473ML -CLS,1892,6,1,CS,76690500,SOBEYS LIQUOR (SUMMIT),71.16,11.86
804845,MISTY MOUNTAIN HOPS NEIPA 4X6X473ML -CLS,1892,6,1,CS,76738600,SOBEYS LIQUOR (CHESTERMERE),71.16,11.86
804845,MISTY MOUNTAIN HOPS NEIPA 4X6X473ML -CLS,1892,6,1,CS,76843900,LITTLE GUY LIQUOR CO.,71.16,11.86
804845,MISTY MOUNTAIN HOPS NEIPA 4X6X473ML -CLS,1892,6,1,CS,76983100,CELLAR DOOR,75.66,12.61
804845,MISTY MOUNTAIN HOPS NEIPA 4X6X473ML -CLS,1892,6,2,CS,77004100,CALGARY CO-OP WINES & SPIRITS - NORTH,71.16,11.86
804845,MISTY MOUNTAIN HOPS NEIPA 4X6X473ML -CLS,1892,6,1,CS,77004100,CALGARY CO-OP WINES & SPIRITS - NORTH,75.66,12.61
804845,MISTY MOUNTAIN HOPS NEIPA 4X6X473ML -CLS,1892,6,1,CS,77130500,EVERYTHING WINE AND MORE,71.16,11.86
804845,MISTY MOUNTAIN HOPS NEIPA 4X6X473ML -CLS,1892,6,1,CS,77130500,EVERYTHING WINE AND MORE,75.66,12.61
804845,MISTY MOUNTAIN HOPS NEIPA 4X6X473ML -CLS,1892,6,1,CS,77237700,CO-OP WINE SPIRITS BEER - SHAWNESSY,75.66,12.61
804845,MISTY MOUNTAIN HOPS NEIPA 4X6X473ML -CLS,1892,6,1,CS,77364100,SPIRITS WEST,71.16,11.86
804845,MISTY MOUNTAIN HOPS NEIPA 4X6X473ML -CLS,1892,6,1,CS,77364100,SPIRITS WEST,75.66,12.61
804845,MISTY MOUNTAIN HOPS NEIPA 4X6X473ML -CLS,1892,6,2,CS,77410400,SOLO LIQUOR STORE (OKOTOKS),71.16,11.86
804845,MISTY MOUNTAIN HOPS NEIPA 4X6X473ML -CLS,1892,6,1,CS,77423700,SOLO LIQUOR STORE (TUSCANY),71.16,11.86
804845,MISTY MOUNTAIN HOPS NEIPA 4X6X473ML -CLS,1892,6,1,CS,77434500,TOWNHOUSE LIQUOR,75.66,12.61
804845,MISTY MOUNTAIN HOPS NEIPA 4X6X473ML -CLS,1892,6,1,CS,77461400,CRAFT CELLARS,75.66,12.61
804845,MISTY MOUNTAIN HOPS NEIPA 4X6X473ML -CLS,1892,6,1,CS,77472300,CO-OP WINE SPIRITS BEER - AUBURN BAY,71.16,11.86
804845,MISTY MOUNTAIN HOPS NEIPA 4X6X473ML -CLS,1892,6,1,CS,77500800,WINE & BEYOND AT SAGE HILL CROSSING,71.16,11.86
804845,MISTY MOUNTAIN HOPS NEIPA 4X6X473ML -CLS,1892,6,1,CS,77545300,SOLO LIQUOR STORE (FISH CREEK),71.16,11.86
804845,MISTY MOUNTAIN HOPS NEIPA 4X6X473ML -CLS,1892,6,1,CS,77613100,SOBEYS LIQUOR (MAHOGANY),71.16,11.86
804845,MISTY MOUNTAIN HOPS NEIPA 4X6X473ML -CLS,1892,6,1,CS,77718700,CRAFT BEER NATION,71.16,11.86
804845,MISTY MOUNTAIN HOPS NEIPA 4X6X473ML -CLS,1892,6,1,CS,77725800,121 JASPER LIQUOR,71.16,11.86
804845,MISTY MOUNTAIN HOPS NEIPA 4X6X473ML -CLS,1892,6,1,CS,77730300,RB CANADIAN LIQUOR STORE,71.16,11.86
804845,MISTY MOUNTAIN HOPS NEIPA 4X6X473ML -CLS,1892,6,1,CS,77741700,CO-OP WINE SPIRITS BEER - MOUNTAIN RIDGE,71.16,11.86
804845,MISTY MOUNTAIN HOPS NEIPA 4X6X473ML -CLS,1892,6,1,CS,77763100,LIQUOR EVOLUTION,71.16,11.86
804845,MISTY MOUNTAIN HOPS NEIPA 4X6X473ML -CLS,1892,6,1,CS,77816100,CHATEAU LIQUOR CANMORE,71.16,11.86
804845,MISTY MOUNTAIN HOPS NEIPA 4X6X473ML -CLS,1892,6,1,CS,78011100,ALBERTA BEER EXCHANGE,75.66,12.61
812736,TEN PEAKS PALE ALE 50L KEG-CLS,50000,1,4,KE,76628200,WOOD STEAKHOUSE & LOUNGE,252.00,252.00
812738,RAILWAY AVENUE RYE IPA 50L KEG CLS,50000,1,4,KE,76628200,WOOD STEAKHOUSE & LOUNGE,252.00,252.00
812746,MISTY MTN HOPS NEIPA 50L KEG - CLS,50000,1,2,KE,76517600,LIQUOR DEPOT AT FORT MCMURRAY,252.00,252.00
812746,MISTY MTN HOPS NEIPA 50L KEG - CLS,50000,1,1,KE,77190700,WINE & BEYOND AT EMERALD HILLS,252.00,252.00
812746,MISTY MTN HOPS NEIPA 50L KEG - CLS,50000,1,2,KE,77450900,BARCELONA TAVERN,252.00,252.00
812746,MISTY MTN HOPS NEIPA 50L KEG - CLS,50000,1,2,KE,77712400,CRAFT BEER MARKET SOUTH CALGARY,252.00,252.00
812746,MISTY MTN HOPS NEIPA 50L KEG - CLS,50000,1,20,KE,77816200,WILLOW PARK WINES & SPIRITS,252.00,252.00
812747,GEORGETOWN BROWN ALE 50L KEG - CLS,50000,1,2,KE,76628200,WOOD STEAKHOUSE & LOUNGE,252.00,252.00
812747,GEORGETOWN BROWN ALE 50L KEG - CLS,50000,1,1,KE,77275600,BEER REVOLUTION,252.00,252.00
812747,GEORGETOWN BROWN ALE 50L KEG - CLS,50000,1,4,KE,77465100,CENTURY DOWNS RACETRACK AND CASINO,252.00,252.00
812747,GEORGETOWN BROWN ALE 50L KEG - CLS,50000,1,1,KE,77712400,CRAFT BEER MARKET SOUTH CALGARY,252.00,252.00
812769,MINESIDE STOUT 50L KEG - CLS,50000,1,1,KE,77053700,BO'S BAR & GRILL,252.00,252.00
812769,MINESIDE STOUT 50L KEG - CLS,50000,1,1,KE,77275600,BEER REVOLUTION,252.00,252.00
817987,FLOWERDAZE HONEY 473ML CAN 4-PK CLS,1892,6,1,CS,75414100,ROYAL SPIRITS & WINES,75.66,12.61
817987,FLOWERDAZE HONEY 473ML CAN 4-PK CLS,1892,6,3,CS,76004000,BEITEL BROS. LIQUOR,75.66,12.61
817987,FLOWERDAZE HONEY 473ML CAN 4-PK CLS,1892,6,1,CS,76366300,SHERBROOKE LIQUOR STORE,75.66,12.61
817987,FLOWERDAZE HONEY 473ML CAN 4-PK CLS,1892,6,2,CS,76491800,DEVINE WINES & SPIRITS,75.66,12.61
817987,FLOWERDAZE HONEY 473ML CAN 4-PK CLS,1892,6,1,CS,76740500,ANGIE'S COLD BEER AND LIQUOR,75.66,12.61
817987,FLOWERDAZE HONEY 473ML CAN 4-PK CLS,1892,6,2,CS,76843900,LITTLE GUY LIQUOR CO.,75.66,12.61
817987,FLOWERDAZE HONEY 473ML CAN 4-PK CLS,1892,6,1,CS,77275600,BEER REVOLUTION,75.66,12.61
817987,FLOWERDAZE HONEY 473ML CAN 4-PK CLS,1892,6,1,CS,77531600,CILANTRO AND CHIVE,75.66,12.61
817987,FLOWERDAZE HONEY 473ML CAN 4-PK CLS,1892,6,1,CS,77558500,ROAD KING LIQUOR,75.66,12.61
817987,FLOWERDAZE HONEY 473ML CAN 4-PK CLS,1892,6,1,CS,77718700,CRAFT BEER NATION,75.66,12.61
817987,FLOWERDAZE HONEY 473ML CAN 4-PK CLS,1892,6,1,CS,77725800,121 JASPER LIQUOR,75.66,12.61
817987,FLOWERDAZE HONEY 473ML CAN 4-PK CLS,1892,6,1,CS,77728800,SAFEWAY LIQUOR SHAWNESSY,75.66,12.61
900719,CANMORE BREWING CO. EMPTY KEG DEPOSIT,0,1,-11,KE,76628200,WOOD STEAKHOUSE & LOUNGE,30.00,30.00
900719,CANMORE BREWING CO. EMPTY KEG DEPOSIT,0,1,-1,KE,77211300,UNDERGROUND TAP & GRILL,30.00,30.00
900719,CANMORE BREWING CO. EMPTY KEG DEPOSIT,0,1,-1,KE,77312800,BREWSTERS BREWING COMPANY &,30.00,30.00
900719,CANMORE BREWING CO. EMPTY KEG DEPOSIT,0,1,-1,KE,77450900,BARCELONA TAVERN,30.00,30.00
900719,CANMORE BREWING CO. EMPTY KEG DEPOSIT,0,1,-1,KE,77461400,CRAFT CELLARS,30.00,30.00
900719,CANMORE BREWING CO. EMPTY KEG DEPOSIT,0,1,-5,KE,77465100,CENTURY DOWNS RACETRACK AND CASINO,30.00,30.00
900719,CANMORE BREWING CO. EMPTY KEG DEPOSIT,0,1,-1,KE,77763100,LIQUOR EVOLUTION,30.00,30.00
900719,CANMORE BREWING CO. EMPTY KEG DEPOSIT,0,1,-9,KE,77816200,WILLOW PARK WINES & SPIRITS,30.00,30.00

